Dénomination,Regroupement,Type,Libellé,Adresse,Code Postal,Ville,Pays,Longitude,Latitude,Rayon(m)
SCOVER PLUS,,Client / Chantier,Client,1596 ROUTE DE LYONS,76160,SAINT LEGER DU BOURG DENIS,FRA,0.0,0.0,220
SCOVIMA,,Client / Chantier,Client,ZI D ARMANVILLE,50700,VALOGNES,FRA,0.0,0.0,220
SCSJ,,Client / Chantier,Client,,,,FRA,0.40332,49.75374,-1
SCSJ SCIERIES & CHANTIERS,,Client / Chantier,Client,CHEMIN DE SAINT JACQUES,76400,FECAMP,FRA,0.3825,49.7513,220
SDA -CENTRE LECLERC-,,Client / Chantier,Client,ZI ROUTE D ISIGNY LE BUAT,50300,AVRANCHES,FRA,0.0,0.0,220
SDE,,Client / Chantier,Client,RUE ABOVOLO,14120,MONDEVILLE,FRA,0.0,0.0,220
SDEL VAL DE SEINE,,Client / Chantier,Client,BOULEVARD DU ROUVRAY,76530,GRAND COURONNE,FRA,1.0036,49.3542,220
SDGT,,Client / Chantier,Client,RUE DES MONTS PANNEAUX,14650,CARPIQUET,FRA,-0.4437,49.1925,220
SDHE ADISCO,,Client / Chantier,Client,3  RUE DU VIROLET,27200,VERNON,FRA,0.0,0.0,220
SDIS,,Client / Chantier,Client,RUE PHILIPPE LEBON,61000,ALENCON,FRA,0.0846,48.4436,220
SDIS DE L EURE,,Client / Chantier,Client,RUE DU DOCTEUR BAUDOUX,27000,EVREUX,FRA,1.1447,49.0332,220
SD'LOg,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
SD'LOg,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
SD LOG,,Client / Chantier,Client,RUE DU PONT VI,76600,LE HAVRE,FRA,0.1611,49.4847,220
SD LOG,,Client / Chantier,Client,PARC LOGISTIQUE DU PONT,76430,OUDALLE,FRA,0.2674,49.4711,220
SD LOG,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,0.98597,49.34883,15
SD LOG,,Bureau / Dépôt,Bureau,Grand Port Mar. du Havre 3000-4000,76600,Le Havre,FRA,0.1743,49.4887,220
SD'LOG,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
SD'LOG,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
SD'LOG,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
SD'LOG,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
SDO,,Client / Chantier,Client,RUE DE LA HAIE AU BLANC,14370,MOULT,FRA,-0.1806,49.1172,220
SDPP,,Client / Chantier,Client,RUE MARCELLIN BERTHELOT,27000,EVREUX,FRA,1.1326,49.0013,220
SDSM EXPLOITATION,,Client / Chantier,Client,RUE DE LA GRANDE FLANDRE,76270,NEUFCHATEL EN BRAY,FRA,1.4579,49.7247,220
SDV Brèque,,Client / Chantier,Client,ROUTE DE LA BREQUE,76600,LE HAVRE,FRA,0.1936,49.47996,-1
SDV LI GD COURONNE,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,0.97633,49.34865,-1
SDV PLPN,,Client / Chantier,Client,A29,76430,OUDALLE,FRA,0.26543,49.4738,-1
SEA,,Client / Chantier,Client,D510,14100,HERMIVAL-LES-VAUXFRANCE(À 0.079 KM),FRA,0.2645,49.1522,220
SEAFRIGO -BARBE,,Client / Chantier,Client,RUE DU PONT VI,76600,LE HAVRE,FRA,0.1611,49.4847,220
SEA INVEST,,Client / Chantier,Client,BOULEVARD MARITIME,76530,GRAND COURONNE,FRA,0.9971,49.363,220
SEA INVEST,,Client / Chantier,Client,CHAUSSEE GAYANT,76400,FECAMP,FRA,0.3738,49.761,220
SEA INVEST,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,1.00502,49.37247,0
SEALINX,,Client / Chantier,Client,,,LEURY SUR ANDELLE,FRA,1.36116,49.36226,-1
SEAQUIST PERFECT,,Client / Chantier,Client,RUE DENIS PAPIN,27130,VERNEUIL SUR AVRE,FRA,0.9317,48.7526,220
SEA  STE D EXPLOITATION,,Client / Chantier,Client,14 AVENUE DE L ILE DE FRANCE,27200,VERNON,FRA,1.5009,49.0835,220
SEBASTIEN LEPERE,,Domicile,Domicile,10 RUE DU COMMANDANT ABADIE,76600,LE HAVRE,FRA,0.1633,49.5011,220
SEBIRE,,Client / Chantier,Client,LE TREMBLAY,61300,SAINT MICHEL THUBEUF,FRA,0.6951,48.7537,220
SEC LINDSAY,,Client / Chantier,Client,Rue Claude Chappe,76300,Sotteville-lès-Rouen,FRA,1.1128,49.4101,30
SEC LINDSAY,,Client / Chantier,Client,3 Rue Claude Chappe,76300,Sotteville-lès-Rouen,FRA,1.11162,49.41031,0
SECOMI,,Client / Chantier,Client,ZONE INDUSTRIELLE,76340,BLANGY SUR BRESLE,FRA,0.0,0.0,220
SE COMPTOIR DES MATERIAUX,,Client / Chantier,Client,ROUTE DE MEREY,27640,BREUILPONT,FRA,0.0,0.0,220
Secours Populaire,,Client / Chantier,Client,44 AVENUE DE L'EPINAY,50460,QUERQUEVILLE,FRA,-1.6902,49.6635,220
SECURIT INGENIERIE,,Fournisseur,Fournisseur,ROUTE DES ENTREPRISES,76700,GONFREVILLE-L'ORCHER,FRA,0.19947,49.48363,-1
SECURIT INGENIERIE PT COURONNE,,Fournisseur,Fournisseur,1690 Rue Aristide Briand,76650,Petit-Couronne,FRA,1.02053,49.38389,-1
securit pt couronne,,Fournisseur,Fournisseur,1819 Rue Aristide Briand,76650,Petit-Couronne,FRA,1.02106,49.38269,-1
Sedibex,,Client / Chantier,Client,ROUTE INDUSTRIELLE,76430,SANDOUVILLE,FRA,0.2928,49.47035,-1
SEDIBEX,,Client / Chantier,Client,ROUTE INDUSTRIELLE,76430,SANDOUVILLE,FRA,0.2833,49.4757,220
SEE MILANCOURT,,Client / Chantier,Client,D29,80140,OISEMONT,FRA,1.7653,49.961,220
SEE MILLANCOURT,,Client / Chantier,Client,ZI DES PRES SALES,76260,EU,FRA,0.0,0.0,220
SEE MILLANCOURT,,Client / Chantier,Client,"17, ROUTE DE MERS",76260,EU,FRA,1.4163,50.0581,-1
SEFOB,,Client / Chantier,Client,,27210,BOULLEVILLE,FRA,0.3943,49.3721,220
SEGAFFREDO SOTTEVILLE LES R,,Autre,Autre,,76300,Sotteville-lès-Rouen,FRA,1.10555,49.4192,-1
SEGUIN,,Client / Chantier,Client,AVENUE DU MARECHAL FOCH,50150,SOURDEVAL,FRA,-0.9172,48.7218,220
SEGUR DISTRIB INTERMARCHE,,Client / Chantier,Client,3 AVENUE COMTESSE DE SEGUR,61300,L AIGLE,FRA,0.6177,48.7626,220
SEIGNEURIE,,Client / Chantier,Client,ROUTE DE LYONS LA FORET,76000,ROUEN,FRA,1.1212,49.4367,220
SEINALOG,,Client / Chantier,Client,28 RUE DESSEAUX,76000,ROUEN,FRA,1.0927,49.4313,220
SEINE PLASTIQUE,,Client / Chantier,Client,D173,76170,LILLEBONNE,FRA,0.53231,49.49574,-1
SEIP,,Client / Chantier,Client,RUE LES MARVILLES,14840,DEMOUVILLE,FRA,-0.2645,49.1836,220
SELECTA,,Client / Chantier,Client,RUE GUSTAVE EFFEIL,76230,BOIS GUILLAUME,FRA,0.0,0.0,220
SELLIER,,Client / Chantier,Client,31 RUE ARMAND CARREL,76000,ROUEN,FRA,1.1019,49.4399,220
SELT OMEXOM,,Client / Chantier,Client,323 RUE DES CANADIENS,76520,FRANQUEVILLE SAINT PIERRE,FRA,1.167,49.4014,220
SEMP,,Client / Chantier,Client,BOULEVARD DE NORMANDIE,76360,BARENTIN,FRA,0.9727,49.5344,220
SENALIA,,Client / Chantier,Client,Quai d'Algérie,76100,Rouen,FRA,1.04383,49.43766,0
SENALIA GD COURONNE,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,0.98989,49.35535,-1
SENALIA PRESQU ILE ROUEN,,Client / Chantier,Client,Quai de France,76100,Rouen,FRA,1.05972,49.43909,-1
SENALIA PT COURONNE,,Autre,Autre,,76530,Grand-Couronne,FRA,0.97031,49.3501,-1
SENALIA SICA PT COURONNE,,Autre,Autre,Quai de Petit Couronne,76650,Petit-Couronne,FRA,1.01222,49.38768,-1
SENARD FONDERIE MECANIQUE,,Client / Chantier,Client,13 RUE DE LA REPUBLIQUE,76150,MAROMME,FRA,1.0429,49.4797,220
SEOP,,Client / Chantier,Client,PONTS ET MARAIS,76260,EU,FRA,0.0,0.0,220
SEPPIC (DIVERS_2),,Autre,Autre,Rue du Maréchal Juin,76130,Mont-Saint-Aignan,FRA,1.06342,49.46445,-1
SERA,,Client / Chantier,Client,Z A  DE LA GARENNE,76220,GOURNAY EN BRAY,FRA,0.0,0.0,220
SERAPID FRANCE,,Client / Chantier,Client,453  ROUTE DE DIEPPE,76660,LONDINIERES,FRA,0.0,0.0,220
SEREP,,Client / Chantier,Client,RUE DU PONT V,76600,LE HAVRE,FRA,0.1552,49.4824,220
SER FLY,,Client / Chantier,Client,ZAC DE LA GARENNE 2,27930,GUICHAINVILLE,FRA,1.1714,49.0072,220
SERMATEC,,Client / Chantier,Client,RUE DENIS PAPIN,76150,MAROMME,FRA,1.026,49.4818,220
SERMATEC,,Client / Chantier,Client,ZA ROUTE DU PAULU,76480,SAINT PIERRE DE VARENGEVILLE,FRA,0.0,0.0,220
SERMI,,Client / Chantier,Client,562 BOULEVARD JULES DURAND,76600,LE HAVRE,FRA,0.1875,49.4989,220
SERNAM SERVICES,,Client / Chantier,Client,4 RUE TURGOT,76600,LE HAVRE,FRA,0.1267,49.4944,220
SERNAM SERVICES,,Client / Chantier,Client,PLACE DE LA GARE,50000,SAINT LO,FRA,-1.0994,49.1171,220
SERNAM SERVICES,,Client / Chantier,Client,7 RUE PIERRE SENARD,27930,GRAVIGNY,FRA,0.0,0.0,220
SERTA,,Client / Chantier,Client,330  RUE PIERRE GASSENDI,76150,LA VAUPALIERE,FRA,1.0145,49.4796,220
SERVALY,,Client / Chantier,Client,ZONE ARTISANALE,27220,GROSSOEUVRE,FRA,0.0,0.0,220
SERVAUX,,Client / Chantier,Client,QUAI DE GUINEE,76600,LE HAVRE,FRA,0.1206,49.4853,220
SERVERRE,,Client / Chantier,Client,ROUTE DE BLANGY,76260,LONGROY,FRA,1.5502,49.9814,220
SERVICE DEPARTEMENTAL INCENDIE 76,,Client / Chantier,Client,RUE DU VERGER,76190,YVETOT,FRA,0.7685,49.6048,220
SERVICES FISCAUX 76,,Client / Chantier,Client,12 AVENUE PASTEUR,76000,ROUEN,FRA,1.0785,49.4438,220
SERVII,,Client / Chantier,Client,LES REHARDIERES,61290,LONGNY AU PERCHE,FRA,0.7431,48.5412,220
SERWOOD,,Client / Chantier,Client,ROUTE DE MANERBE,14130,COQUAINVILLIERS,FRA,0.0,0.0,220
SERYPACK,,Client / Chantier,Client,RUE DE PARIS,27620,GASNY,FRA,1.6062,49.0899,220
Sesa systéme,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.11997,49.30343,-1
Sesa systéme criquebeuf,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.11994,49.30353,-1
SESA SYSTEMS,,Client / Chantier,Client,ZA DU VAL RICHARD,27340,CRIQUEBEUF SUR SEINE,FRA,1.0341,49.288,220
SETAI,,Client / Chantier,Client,ROUTE DE CAUMONT,14650,CARPIQUET,FRA,-0.4297,49.1865,220
SETCARGO,,Client / Chantier,Client,BOULEVARD DU GRAND AULNAY,76530,GRAND-COURONNE,FRA,0.9796,49.3467,220
SETCO,,Client / Chantier,Client,209 ROUTE DE DIEPPE,76770,LE HOULME,FRA,1.0374,49.5167,220
SETED,,Client / Chantier,Client,RUE SAINTE MARGUERITE,76160,SAINT LEGER DU BOURG DENIS,FRA,1.1494,49.4342,220
SETICO,,Client / Chantier,Client,RUE MAURICE DOUCET,27120,AIGLEVILLE,FRA,0.0,0.0,220
SETMA-BESSIN,,Client / Chantier,Client,RUE SAINT QUENTIN,14400,BAYEUX,FRA,-0.7008,49.2808,220
SETN  - STE D EQUIPEMENT,,Client / Chantier,Client,QUAI BOUGAINVILLE,76600,LE HAVRE,FRA,0.1941,49.4605,220
SEVEPI,,Client / Chantier,Client,D13,76520,FRESNE-LE-PLAN,FRA,1.2958,49.4227,220
SEVEPI,,Client / Chantier,Client,D13,76520,FRESNE-LE-PLAN,FRA,0.0,0.0,220
SEV VIANDES GD QUEVILLY,,Client / Chantier,Client,,76120,Le Grand-Quevilly,FRA,1.03118,49.41147,-1
SFD,,Client / Chantier,Client,ROUTE DE NEUFBOSC,76190,BLACQUEVILLE,FRA,0.0,0.0,220
SFIC,,Client / Chantier,Client,RUE DES MONDERAINES,14650,CARPIQUET,FRA,-0.4477,49.1914,220
SFNA,,Client / Chantier,Client,ROUTE DE DIEPPE,76660,BURES EN BRAY,FRA,0.0,0.0,220
SFP LEDUN,,Client / Chantier,Client,65 QUAI BERIGNY,76400,FECAMP,FRA,0.3693,49.7601,220
SFTI,,Client / Chantier,Client,ZONE INDUSTRIELLE,61110,BRETONCELLES,FRA,0.0,0.0,220
SFT STE FECAMPOISE DE TRANSPORTS,,Client / Chantier,Client,14 RUE SAINT NICOLAS,76400,FECAMP,FRA,0.3864,49.7575,220
SGAE,,Client / Chantier,Client,BOULEVARD DE NORMANDIE,76360,BARENTIN,FRA,0.9584,49.5425,220
SGAE,,Client / Chantier,Client,BOULEVARD DE NORMANDIE,76360,BARENTIN,FRA,0.9727,49.5344,220
SG FRET,,Client / Chantier,Client,ZAC DE VILLENEUVE,27930,ANGERVILLE LA CAMPAGNE,FRA,0.0,0.0,220
SGN,,Client / Chantier,Client,33  RUE D AURIGNY,50440,BEAUMONT HAGUE,FRA,0.0,0.0,220
SGTE,,Client / Chantier,Client,49 RUE MARC BLOCH,76600,LE HAVRE,FRA,0.1203,49.5182,220
SGVI,,Client / Chantier,Client,ZI N 1 - NETTREVILLE -,27016,EVREUX,FRA,0.0,0.0,220
SHCD CASINO DE DEAUVILLE,,Client / Chantier,Client,2 RUE EDMOND BLANC,14800,DEAUVILLE,FRA,0.069,49.3592,220
SHELL GLOBAL SOLUTIONS FRANCE,,Client / Chantier,Client,ROUTE DEPARTEMENTALE 3,76650,PETIT COURONNE,FRA,0.0,0.0,220
SHERPAS,,Client / Chantier,Client,RUE GEORGES BRAQUE,76290,MONTIVILLIERS,FRA,0.1732,49.5549,220
SHOPI,,Client / Chantier,Client,1  COUR PERRON,14250,TILLY SUR SEULLES,FRA,0.0,0.0,220
SHTP le Vaudreuil,,Client / Chantier,Client,23 Rue du Pont-Vert,27100,Le Vaudreuil,FRA,1.2147,49.26184,-1
SIAL,,Client / Chantier,Client,ZI LA CHEVALERIE,50003,SAINT LO,FRA,0.0,0.0,220
SIB,,Client / Chantier,Client,ZONE INDUSTRIELLE,76340,BLANGY SUR BRESLE,FRA,0.0,0.0,220
SICA CENTRE ST SEVER,,Client / Chantier,Client,Avenue de Bretagne,76100,Rouen,FRA,1.08168,49.43107,0
SICA DU SILO PORTUAIRE,,Client / Chantier,Client,PRESQU ILE ELIE,76100,ROUEN,FRA,0.0,0.0,220
SICAP ELECTRONIQUE,,Client / Chantier,Client,Z A  DE LA LANDE,50290,CAUDEVILLE SUR MER,FRA,-1.5239,48.8695,220
SICB,,Client / Chantier,Client,ROUTE DE GOMMERVILLE,76430,SAINT ROMAIN DE COLBOSC,FRA,0.0,0.0,220
SICODIT,,Client / Chantier,Client,165  RUE DU GAL DE GAULLE,76770,MALAUNAY,FRA,0.0,0.0,220
SIDE,,Client / Chantier,Client,ZA LE CHENE BENARD,76480,ANNEVILLE-AMBOURVILLE(À 0.3 KM),FRA,0.8937,49.4397,220
SIDEFO,,Client / Chantier,Client,,76740,FONTAINE LE DUN,FRA,0.8304,49.8087,220
SIDEL,,Client / Chantier,Client,,,,FRA,2.3412,48.8569,220
SIDEL,,Client / Chantier,Client,7128 AVENUE DE LA PATROUILLE DE FRANCE,76600,LE HAVRE,FRA,0.0,0.0,220
SIDEL BLOWING ET SERVICES,,Client / Chantier,Client,AVENUE  DE LA PATROUILLE,76930,OCTEVILLE SUR MER,FRA,0.108,49.5415,220
Sidel Site Octeville,,Client / Chantier,Client,Avenue de la patrouille de France,76,Octeville Sur Mer,FRA,0.10662,49.54096,-1
SIEMAR,,Client / Chantier,Client,Z I  PORTUAIRE DU HAVRE,76430,SANDOUVILLE,FRA,0.0,0.0,220
SIFA,,Client / Chantier,Client, ,76530,Grand-Couronne,FRA,0.98514,49.35065,0
SIFA2,,Client / Chantier,Client, ,76530,Grand-Couronne,FRA,0.97994,49.34936,0
SIGES CONCESSIONS,,Client / Chantier,Client,25 RUE LESUEUR,76600,LE HAVRE,FRA,0.1231,49.494,220
SIGMAKALON DISTRIBUTION,,Client / Chantier,Client,ALLEE DU BAC,14120,MONDEVILLE,FRA,-0.3284,49.18,220
SIGRE,,Client / Chantier,Client,64 BOULEVARD STANISLAS GIRARDIN,76140,LE PETIT QUEVILLY,FRA,1.0632,49.4144,220
SILLIARD,,Client / Chantier,Client,HAMEAU DE L ANGLETERRE,76190,BETTEVILLE,FRA,0.0,0.0,220
SIM,,Client / Chantier,Client,CHEMIN DES PALETTES,27290,GLOS SUR RISLE,FRA,0.6759,49.2813,220
SIMON,,Client / Chantier,Client,RUE SIMON,50100,CHERBOURG,FRA,-1.6399,49.6572,220
SIMONA,,Client / Chantier,Client,69 RUE ANTOINE DE LAVOISIER,76300,SOTTEVILLE LES ROUEN,FRA,1.1104,49.4051,220
SIMON MOTOCULTURE,,Client / Chantier,Client,PLACE CHARLES PESQUET,76280,GONNEVILLE LA MALLET,FRA,0.0,0.0,220
SIMOP,,Client / Chantier,Client,3  RUE SAINT PIERRE,50310,LE HAM,FRA,-1.4072,49.4615,220
SIMOP,,Client / Chantier,Client,,50390,SAINT SAUVEUR LE VICOMTE,FRA,-1.5461,49.382,220
SIMPLY ATAC ROUEN,,Client / Chantier,Client,RUE DES CHARRETTES,76000,ROUEN,FRA,1.0875,49.4401,220
SIMPLY ATAC ROUEN,,Client / Chantier,Client,1 Rue du Général Giraud,76000,Rouen,FRA,1.08772,49.4407,-1
SIMP PRODUCTION,,Client / Chantier,Client,6 ROUTE DE GOMMERVILLE,76430,SAINT ROMAIN DE COLBOSC,FRA,0.0,0.0,220
S INDUSTRIES,,Client / Chantier,Client,,76760,YERVILLE,FRA,0.8913,49.6759,220
SINOMAX FRANCE,,Client / Chantier,Client,7 CHEMIN DU CAMPELOU,14130,TOURVILLE EN AUGE,FRA,0.0,0.0,220
SIPP DARNON IMPRESSIONS,,Client / Chantier,Client,RUE DE LA PAIX,27530,EZY SUR EURE,FRA,1.4099,48.8654,220
SIRAC,,Client / Chantier,Client,21 Rue Francis de Pressensé,14460,Colombelles,FRA,-0.285,49.1979,220
SIREC,,Client / Chantier,Client,LE GRAND CHEMIN,50540,ISIGNY LE BUAT,FRA,-1.1661,48.6109,220
SIREC,,Client / Chantier,Client,ZI CAEN CANAL,14550,BLAINVILLE SUR ORNE,FRA,0.0,0.0,220
SIREC RECYCLAGE,,Client / Chantier,Client,RUE DU CLOS ROUEN,50190,PERIERS,FRA,-1.4125,49.185,220
sita étrépagny,,Client / Chantier,Client, Sentier de la Porte Rouge,27150,Étrépagny,FRA,1.62399,49.29539,0
SITA NORMANDIE PICARDIE,,Client / Chantier,Client,RUE VICTOR HUGO,76230,BOIS GUILLAUME,FRA,1.1068,49.4772,220
SITA NORMANDIE PICARDIE,,Client / Chantier,Client,69 RUE ANTOINE DE LAVOISIER,76300,SOTTEVILLE LES ROUEN,FRA,1.1104,49.4051,220
SITA SOLVING,,Client / Chantier,Client,CHEMIN DEPARTEMENTAL N°7,76410,CLEON,FRA,0.0,0.0,220
SITA SOLVING,,Client / Chantier,Client,3 RUE DE TURQUIER DE LONGCHAMPS,76121,GRAND QUEVILLY,FRA,0.0,0.0,220
SITEOS PT QUEVILLY,,Client / Chantier,Client,,76140,Le Petit-Quevilly,FRA,1.0505,49.42705,-1
SIVAL,,Client / Chantier,Client,ROUTE DE SAINT PIERRE EN VAL,76260,EU,FRA,0.0,0.0,220
SIVAL INDUSTRIE,,Client / Chantier,Client,ROUTE  DE SAINT PIERRE EN VAL,76260,EU,FRA,1.5383,49.9892,220
SLD,,Client / Chantier,Client,,76490,SAINT WANDRILLE RANCON,FRA,0.7754,49.5289,220
SLIC GRUCHET,,Client / Chantier,Client,176 GRANDE RUE,76170,SAINT NICOLAS DE LA TAILLE,FRA,0.0,0.0,220
SLVS,,Client / Chantier,Client,Z I  DE ROUXMESNIL BOUT,76379,ROUXMESNIL BOUTEILLES,FRA,0.0,0.0,220
Smal Gisors,,Client / Chantier,Client,,27140,Gisors,FRA,1.79421,49.26366,-1
SMARTECH,,Client / Chantier,Client,CHAUSSEE DE L ANDELLE,27100,VAL DE REUIL,FRA,1.2339,49.2715,220
SMATIS,,Client / Chantier,Client,,76000,ROUEN,FRA,1.0908,49.441,220
SME CHAMPION,,Client / Chantier,Client,260 RUE ARISTIDE BRIAND,76600,LE HAVRE,FRA,0.1382,49.5004,220
Smerp Hygial Normandie,,Client / Chantier,Client,RUE BOSTENNEY,27370,LA SAUSSAYE,FRA,0.98533,49.26798,-1
SME - SOCIETE MONTAGE,,Client / Chantier,Client,RUE GUSTAVE EIFFEL,76330,NOTRE DAME DE GRAVENCHON,FRA,0.0,0.0,220
SMISMB,,Client / Chantier,Client,"8, RUE ARMAND BUSQUET",14400,BAYEUX,FRA,-0.6895,49.2642,220
SMI STRATIFIE MASSIF,,Client / Chantier,Client,2 CHEMIN DES VALLEES,76700,HARFLEUR,FRA,0.1892,49.5166,220
SMN KLINOS,,Client / Chantier,Client,RUE ARMAND BARBES,76300,SOTTEVILLE LES ROUEN,FRA,1.0913,49.4243,220
SMPI,,Client / Chantier,Client,ZONE DE L AERODROME,76430,SAINT ROMAIN DE COLBOSC,FRA,0.0,0.0,220
SMPR,,Client / Chantier,Client,166 AVENUE JEAN LAGARRIGUE,76530,GRAND COURONNE,FRA,1.0146,49.3395,220
SMPR,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,1.01675,49.34162,-1
SMS,,Client / Chantier,Client,RUE DE LA VIGNERIE,14160,DIVES SUR MER,FRA,-0.0933,49.2772,220
SMTR CALBERSON,,Client / Chantier,Client,191 Rue d'Argentan,61000,Alençon,FRA,0.0865,48.4459,220
SMURFIT,,Client / Chantier,Client,RUE LEGOUT LESAGE,76260,PONTS ET MARAIS,FRA,1.44234,50.04401,-1
SMURFIT KAPPA FRANCE,,Client / Chantier,Client,RUE DE L INDUSTRIE,27200,VERNON,FRA,1.4589,49.104,220
SMURFIT PAPIER RECYCLAGE,,Client / Chantier,Client,AVENUE DE ROUEN,27200,VERNON,FRA,1.4774,49.0981,220
SMURFIT VERNON,,Client / Chantier,Client,Rue de l'Industrie,27950,Saint-Marcel,FRA,1.46294,49.09992,-1
SNA,,Client / Chantier,Client,SAINTE ANNE,61190,TOUROUVRE,FRA,0.0,0.0,220
SNAC,,Client / Chantier,Client,ZI POMMENAUQUE,50500,CARENTAN,FRA,0.0,0.0,220
SNAD,,Client / Chantier,Client,Rue Louis Pasteur Prolongée,76410,Saint-Aubin-lès-Elbeuf,FRA,1.01314,49.31076,-1
SNAG,,Client / Chantier,Client,AVENUE DE CANTIPOU,76700,GONFREVILLE L ORCHER,FRA,0.2114,49.5115,220
SNAG,,Client / Chantier,Client,RUE SABLEE,76000,ROUEN,FRA,1.0768,49.4304,220
SNAG IMPRIMERIE,,Client / Chantier,Client,PLACE DU PANIER FLEURI,76400,FECAMP,FRA,0.0,0.0,220
SNBA,,Client / Chantier,Client,RUE DES ZEPHIRS,27160,BRETEUIL SUR ITON,FRA,0.9293,48.8321,220
SNCBOIS LAFOSSE,,Client / Chantier,Client,D28,50420,FERVACHESFRANCE,FRA,-1.0804,48.9918,220
SNCF 4 MARES SER,,Autre,Autre,Grande Rue de Quatre-Mares,76300,Sotteville-lès-Rouen,FRA,1.10401,49.40042,-1
SNCF 4 MARES SOTTEVILLE,,Client / Chantier,Client,3 Rue de Paris,76800,Saint-Étienne-du-Rouvray,FRA,1.10409,49.39596,-1
SNCF-EEF REGION DE ROUEN,,Client / Chantier,Client,RUE DE LA GARE,76300,SOTTEVILLE LES ROUEN,FRA,1.1005,49.4126,220
SNCF EVEN ROUEN SUD,,Client / Chantier,Client,1 PLACE DE LA GARE,76300,Sotteville-lès-Rouen,FRA,1.10084,49.41605,0
SNCF SOTTEVILLE,,Client / Chantier,Client,,76300,Sotteville-lès-Rouen,FRA,1.10184,49.4146,-1
SNCO,,Client / Chantier,Client,AVENUE DE LA GARE,61400,SAINT LANGIS LES MORTAGNE,FRA,0.5494,48.5083,220
SNEC,,Client / Chantier,Client,PARC INDUSTRIEL DE CARDONVILLE,76710,MONTVILLE,FRA,0.0,0.0,220
SNECMA,,Client / Chantier,Client,FORET DE VERNON -,27208,VERNON,FRA,0.0,0.0,220
SNEEB,,Client / Chantier,Client,LIEU DIT LA VENTE CARTIER,27380,CHARLEVAL,FRA,0.0,0.0,220
SNEF,,Client / Chantier,Client,12 RUE MARCEAU,76600,LE HAVRE,FRA,0.136,49.4864,220
SNEF,,Client / Chantier,Client,2 RUE ANDRE BREANCON,76140,LE PETIT QUEVILLY,FRA,1.0623,49.4319,220
SNEP,,Client / Chantier,Client,53 RUE JEAN JAURES,76290,MONTIVILLIERS,FRA,0.2038,49.5451,220
SNER,,Client / Chantier,Client,34 RUE MARCEL PAUL,76600,LE HAVRE,FRA,0.1402,49.4925,220
SNER,,Client / Chantier,Client,RUE DE L INDUSTRIE,14700,FALAISE,FRA,-0.1818,48.8897,220
SNGO BERNAY,,Client / Chantier,Client,ROUTE DE BROGLIE,27300,BERNAY,FRA,0.5858,49.0813,220
SNIC Paris Normandie,,Client / Chantier,Client,rue du pré au boeuf,76800,Saint-Étienne-du-Rouvray,FRA,1.11607,49.39415,0
SNIM  PARIS NORMANDIE,,Client / Chantier,Client,,76800,Saint-Étienne-du-Rouvray,FRA,1.11593,49.39402,2
SNM,,Client / Chantier,Client,RUE VERTE,14790,MOUENFRANCE(À 0.1 KM),FRA,-0.4754,49.1524,220
SNM,,Client / Chantier,Client,ZONE INDUSTRIELLE,76340,BLANGY SUR BRESLE,FRA,0.0,0.0,220
SNM,,Client / Chantier,Client,7  RUE GUSTAVE EIFFEL,76330,NOTRE DAME DE GRAVENCHON,FRA,0.0,0.0,220
Snn,,Client / Chantier,Client,ROUTE INDUSTRIELLE,76700,GONFREVILLE-L'ORCHER,FRA,0.20152,49.49039,-1
SNO BESSIN,,Client / Chantier,Client,,14290,SAINT MARTIN DE BIENFAITE LA CRESSONNIER,FRA,0.3549,49.035,220
SNOP,,Client / Chantier,Client,Z I  CROISILLES,61230,GACE,FRA,0.2856,48.7763,220
SNOP,,Client / Chantier,Client,22  ROUTE DE LISIEUX,27230,THIBERVILLE,FRA,0.0,0.0,220
SNOP,,Client / Chantier,Client,THIBERVILLE,,THIBERVILLE,FRA,0.45234,49.14023,-1
SNPEI,,Client / Chantier,Client,5 RUE DES GROSSES PIERRES,76250,DEVILLE LES ROUEN,FRA,1.0376,49.4719,220
SNPR,,Client / Chantier,Client,384 Impasse de la Prévôtière,76230,Bois-Guillaume,FRA,1.12386,49.46345,0
SNTC,,Client / Chantier,Client,CENTRE MULTI MARCHANDISES,76807,SAINT ETIENNE DU ROUVRAY,FRA,0.0,0.0,220
SNT DURIEZ GD QUEVILLY,,Client / Chantier,Client,6 Rue Paul Vaillant-Couturier,76120,Le Grand-Quevilly,FRA,1.04739,49.42115,-1
SNTF,,Client / Chantier,Client,8 RUE DE LA BOISSIERE,76170,LA FRENAYE,FRA,0.5814,49.5255,220
